device,metrics,top_tt_esd:nominal,top_tt_esd:asserts,toprf_tt:nominal,toprf_tt:asserts,mode,w,l,m,multi,wr,lr,br,gr,nr,s,stm,spm,dmflag,shield,nf,area,pj
nchpd_ellsr_mac,vtcch,0.377501,,0.377501,,normal,0.14u,0.035u,,2.0,,,,,,,,,,,,,
nchpd_ellsr_mac,cggi,24.769107396729083,,24.769107396729083,,normal,0.14u,0.035u,,2.0,,,,,,,,,,,,,
nchpd_ellsr_mac,igate,9.6878e-13,,9.6878e-13,,normal,0.14u,0.035u,,2.0,,,,,,,,,,,,,
nchpd_ellsr_mac,vtbcch,0.405517,,0.405517,,normal,0.14u,0.035u,,2.0,,,,,,,,,,,,,
nchpd_ellsr_mac,vtccl,0.447,,0.447,,normal,0.14u,0.035u,,2.0,,,,,,,,,,,,,
nchpd_ellsr_mac,vtbccl,0.472106,,0.472106,,normal,0.14u,0.035u,,2.0,,,,,,,,,,,,,
pchpu_ellsr_mac,idlin,-58.86187134502924,,-58.86187134502924,,normal,0.05u,0.035u,,2.0,,,,,,,,,,,,,
pchpu_ellsr_mac,idsat,-264.825730994152,,-264.825730994152,,normal,0.05u,0.035u,,2.0,,,,,,,,,,,,,
pchpu_ellsr_mac,ileak,-4.82456e-12,,-4.82456e-12,,normal,0.05u,0.035u,,2.0,,,,,,,,,,,,,
pchpu_ellsr_mac,ibleak,-2.89059e-11,,-2.89059e-11,,normal,0.05u,0.035u,,2.0,,,,,,,,,,,,,
pchpu_ellsr_mac,vtcch,-0.317484,,-0.317484,,normal,0.05u,0.035u,,2.0,,,,,,,,,,,,,
pchpu_ellsr_mac,cggi,30.398530439158325,,30.398530439158325,,normal,0.05u,0.035u,,2.0,,,,,,,,,,,,,
pchpu_ellsr_mac,igate,-5.74949e-13,,-5.74949e-13,,normal,0.05u,0.035u,,2.0,,,,,,,,,,,,,
pchpu_ellsr_mac,vtbcch,-0.358749,,-0.358749,,normal,0.05u,0.035u,,2.0,,,,,,,,,,,,,
pchpu_ellsr_mac,vtccl,-0.405392,,-0.405392,,normal,0.05u,0.035u,,2.0,,,,,,,,,,,,,
pchpu_ellsr_mac,vtbccl,-0.431013,,-0.431013,,normal,0.05u,0.035u,,2.0,,,,,,,,,,,,,
nchpg_rpsr,idlin,162.33138401559452,,162.33138401559452,,normal,0.15u,0.035u,,,,,,,,,,,,,,,
nchpg_rpsr,idsat,770.9317738791423,,770.9317738791423,,normal,0.15u,0.035u,,,,,,,,,,,,,,,
nchpg_rpsr,ileak,5.49218e-10,,5.49218e-10,,normal,0.15u,0.035u,,,,,,,,,,,,,,,
nchpg_rpsr,ibleak,3.03224e-10,,3.03224e-10,,normal,0.15u,0.035u,,,,,,,,,,,,,,,
nchpg_rpsr,vtcch,0.156929,,0.156929,,normal,0.15u,0.035u,,,,,,,,,,,,,,,
nchpg_rpsr,cggi,33.05052755345153,,33.05052755345153,,normal,0.15u,0.035u,,,,,,,,,,,,,,,
nchpg_rpsr,igate,2.94463e-12,,2.94463e-12,,normal,0.15u,0.035u,,,,,,,,,,,,,,,
nchpg_rpsr,vtbcch,0.191758,,0.191758,,normal,0.15u,0.035u,,,,,,,,,,,,,,,
nchpg_rpsr,vtccl,0.224041,,0.224041,,normal,0.15u,0.035u,,,,,,,,,,,,,,,
nchpg_rpsr,vtbccl,0.261856,,0.261856,,normal,0.15u,0.035u,,,,,,,,,,,,,,,
nchpd_rpsr,idlin,162.90604288499026,,162.90604288499026,,normal,0.15u,0.035u,,,,,,,,,,,,,,,
nchpd_rpsr,idsat,793.1072124756334,,793.1072124756334,,normal,0.15u,0.035u,,,,,,,,,,,,,,,
nchpd_rpsr,ileak,5.30304e-10,,5.30304e-10,,normal,0.15u,0.035u,,,,,,,,,,,,,,,
nchpd_rpsr,ibleak,2.96769e-10,,2.96769e-10,,normal,0.15u,0.035u,,,,,,,,,,,,,,,
nchpd_rpsr,vtcch,0.158342,,0.158342,,normal,0.15u,0.035u,,,,,,,,,,,,,,,
nchpd_rpsr,cggi,33.04687970739064,,33.04687970739064,,normal,0.15u,0.035u,,,,,,,,,,,,,,,
nchpd_rpsr,igate,2.92714e-12,,2.92714e-12,,normal,0.15u,0.035u,,,,,,,,,,,,,,,
nchpd_rpsr,vtbcch,0.192982,,0.192982,,normal,0.15u,0.035u,,,,,,,,,,,,,,,
nchpd_rpsr,vtccl,0.225311,,0.225311,,normal,0.15u,0.035u,,,,,,,,,,,,,,,
nchpd_rpsr,vtbccl,0.263051,,0.263051,,normal,0.15u,0.035u,,,,,,,,,,,,,,,
pchpg_rpsr,idlin,-118.08721804511279,,-118.08721804511279,,normal,0.175u,0.035u,,,,,,,,,,,,,,,
pchpg_rpsr,idsat,-602.132664995823,,-602.132664995823,,normal,0.175u,0.035u,,,,,,,,,,,,,,,
pchpg_rpsr,ileak,-2.22992e-10,,-2.22992e-10,,normal,0.175u,0.035u,,,,,,,,,,,,,,,
pchpg_rpsr,ibleak,-2.14668e-10,,-2.14668e-10,,normal,0.175u,0.035u,,,,,,,,,,,,,,,
pchpg_rpsr,vtcch,-0.202166,,-0.202166,,normal,0.175u,0.035u,,,,,,,,,,,,,,,
pchpg_rpsr,cggi,31.998682308667796,,31.998682308667796,,normal,0.175u,0.035u,,,,,,,,,,,,,,,
pchpg_rpsr,igate,-8.24343e-13,,-8.24343e-13,,normal,0.175u,0.035u,,,,,,,,,,,,,,,
pchpg_rpsr,vtbcch,-0.201169,,-0.201169,,normal,0.175u,0.035u,,,,,,,,,,,,,,,
pchpg_rpsr,vtccl,-0.279202,,-0.279202,,normal,0.175u,0.035u,,,,,,,,,,,,,,,
pchpg_rpsr,vtbccl,-0.283863,,-0.283863,,normal,0.175u,0.035u,,,,,,,,,,,,,,,
pchpu_rpsr,idlin,-118.99548872180452,,-118.99548872180452,,normal,0.175u,0.035u,,,,,,,,,,,,,,,
pchpu_rpsr,idsat,-607.8395989974938,,-607.8395989974938,,normal,0.175u,0.035u,,,,,,,,,,,,,,,
pchpu_rpsr,ileak,-2.17903e-10,,-2.17903e-10,,normal,0.175u,0.035u,,,,,,,,,,,,,,,
pchpu_rpsr,ibleak,-8.87441e-11,,-8.87441e-11,,normal,0.175u,0.035u,,,,,,,,,,,,,,,
pchpu_rpsr,vtcch,-0.203019,,-0.203019,,normal,0.175u,0.035u,,,,,,,,,,,,,,,
pchpu_rpsr,cggi,31.91225069077595,,31.91225069077595,,normal,0.175u,0.035u,,,,,,,,,,,,,,,
pchpu_rpsr,igate,-8.24354e-13,,-8.24354e-13,,normal,0.175u,0.035u,,,,,,,,,,,,,,,
pchpu_rpsr,vtbcch,-0.24251,,-0.24251,,normal,0.175u,0.035u,,,,,,,,,,,,,,,
pchpu_rpsr,vtccl,-0.278457,,-0.278457,,normal,0.175u,0.035u,,,,,,,,,,,,,,,
pchpu_rpsr,vtbccl,-0.323744,,-0.323744,,normal,0.175u,0.035u,,,,,,,,,,,,,,,
pwdnw,ij,-6.857152628159093e-05,,-5.460531445572998e-05,,normal,,,2.0,,,,,,,,,,,,,100p,40u
pwdnw,cj,0.6575855818884444,,0.6575855818884444,,normal,,,2.0,,,,,,,,,,,,,100p,40u
dnwpsub,ij,-6.02337813344277e-05,,-4.626743271433946e-05,,normal,,,2.0,,,,,,,,,,,,,100p,40u
dnwpsub,cj,0.47835436544577825,,0.47835436544577825,,normal,,,2.0,,,,,,,,,,,,,100p,40u
nwdio,ij,-4.273677370814952e-05,,-2.877049348517493e-05,,normal,,,2.0,,,,,,,,,,,,,100p,40u
nwdio,cj,0.2731561848090011,,0.2731561848090011,,normal,,,2.0,,,,,,,,,,,,,100p,40u
ndio,ij,-0.0002149646044936904,,-0.0001671256112992032,,normal,,,2.0,,,,,,,,,,,,,100p,40u
ndio,cj,0.186497041824835,,1.068267159125885,,normal,,,2.0,,,,,,,,,,,,,100p,40u
ndio_18,ij,-0.00032135494682124417,,-0.00028330905235799054,,normal,,,2.0,,,,,,,,,,,,,100p,40u
ndio_18,cj,0.19670325912246506,,1.0002393898977464,,normal,,,2.0,,,,,,,,,,,,,100p,40u
ndio_18ll,ij,-0.00032135494682124417,,-0.00028330905235799054,,normal,,,2.0,,,,,,,,,,,,,100p,40u
ndio_18ll,cj,0.19670325912246506,,1.0002393898977464,,normal,,,2.0,,,,,,,,,,,,,100p,40u
ndio_18ud12,ij,-0.00015584966314421533,,-0.00010373243049143327,,normal,,,2.0,,,,,,,,,,,,,100p,40u
ndio_18ud12,cj,0.1809999658014432,,1.0816387948428576,,normal,,,2.0,,,,,,,,,,,,,100p,40u
ndio_18ud15,ij,-0.0002216251154201293,,-0.00017361718135494684,,normal,,,2.0,,,,,,,,,,,,,100p,40u
ndio_18ud15,cj,0.18617625936185495,,1.0373448240484253,,normal,,,2.0,,,,,,,,,,,,,100p,40u
ndio_avt,ij,-0.00010235080879586883,,-4.8301426079819434e-05,,normal,,,2.0,,,,,,,,,,,,,100p,40u
ndio_avt,cj,0.17818405663281012,,1.1571286891693173,,normal,,,2.0,,,,,,,,,,,,,100p,40u
ndio_ehvt,ij,-0.0001671256112992032,,-0.0001671256112992032,,normal,,,2.0,,,,,,,,,,,,,100p,40u
ndio_ehvt,cj,1.068267159125885,,1.068267159125885,,normal,,,2.0,,,,,,,,,,,,,100p,40u
ndio_esd,ij,-0.0004027776067849937,,-0.0004027776067849937,,normal,,,2.0,,,,,,,,,,,,,100p,40u
ndio_esd,cj,1.8854895523408914,,1.8854895523408914,,normal,,,2.0,,,,,,,,,,,,,100p,40u
ndio_hia_mac,ij,-0.001165209808146096,,-0.0004811429157689545,,normal,1u,5u,,2.0,,,,,,,,,,,4.0,,
ndio_hia_mac,cj,1.5666016894087067,,1.5666016894087067,,normal,1u,5u,,2.0,,,,,,,,,,,4.0,,
ndio_hvt,ij,-0.0002149646044936904,,-0.0001671256112992032,,normal,,,2.0,,,,,,,,,,,,,100p,40u
ndio_hvt,cj,0.186497041824835,,1.068267159125885,,normal,,,2.0,,,,,,,,,,,,,100p,40u
ndio_ll,ij,-0.0002149646044936904,,-0.0001671256112992032,,normal,,,2.0,,,,,,,,,,,,,100p,40u
ndio_ll,cj,0.186497041824835,,1.068267159125885,,normal,,,2.0,,,,,,,,,,,,,100p,40u
ndio_lvt,ij,-0.0001671256112992032,,-0.0001671256112992032,,normal,,,2.0,,,,,,,,,,,,,100p,40u
ndio_lvt,cj,1.068267159125885,,1.068267159125885,,normal,,,2.0,,,,,,,,,,,,,100p,40u
ndio_na,ij,-9.047023015628741e-05,,-3.5985773400362506e-05,,normal,,,2.0,,,,,,,,,,,,,100p,40u
ndio_na,cj,0.11035669094764203,,0.23344276871516026,,normal,,,2.0,,,,,,,,,,,,,100p,40u
ndio_na18,ij,-7.507335590438084e-05,,-2.0378167641325538e-05,,normal,,,2.0,,,,,,,,,,,,,100p,40u
ndio_na18,cj,0.09949933312814199,,0.19118703190725356,,normal,,,2.0,,,,,,,,,,,,,100p,40u
ndio_uhvt,ij,-0.0001671256112992032,,-0.0001671256112992032,,normal,,,2.0,,,,,,,,,,,,,100p,40u
ndio_uhvt,cj,1.068267159125885,,1.068267159125885,,normal,,,2.0,,,,,,,,,,,,,100p,40u
ndio_ulvt,ij,-0.0001671256112992032,,-0.0001671256112992032,,normal,,,2.0,,,,,,,,,,,,,100p,40u
ndio_ulvt,cj,1.068267159125885,,1.068267159125885,,normal,,,2.0,,,,,,,,,,,,,100p,40u
pdio,ij,-0.0005743367189904587,,-0.0005892117232652783,,normal,,,2.0,,,,,,,,,,,,,100p,40u
pdio,cj,0.23924968366334945,,1.0116343490304711,,normal,,,2.0,,,,,,,,,,,,,100p,40u
pdio_18,ij,-0.0005216100680551281,,-0.0005274942717417326,,normal,,,2.0,,,,,,,,,,,,,100p,40u
pdio_18,cj,0.227936801066995,,0.9721144967682366,,normal,,,2.0,,,,,,,,,,,,,100p,40u
pdio_18ll,ij,-0.0005216100680551281,,-0.0005274942717417326,,normal,,,2.0,,,,,,,,,,,,,100p,40u
pdio_18ll,cj,0.227936801066995,,0.9721144967682366,,normal,,,2.0,,,,,,,,,,,,,100p,40u
pdio_18ud12,ij,-0.00021589138538353686,,-0.00016867754180773575,,normal,,,2.0,,,,,,,,,,,,,100p,40u
pdio_18ud12,cj,0.1864840463732431,,1.06534660237338,,normal,,,2.0,,,,,,,,,,,,,100p,40u
pdio_18ud15,ij,-0.0003344365787763757,,-0.0003015621900755788,,normal,,,2.0,,,,,,,,,,,,,100p,40u
pdio_18ud15,cj,0.19909784207106462,,1.0144112718443283,,normal,,,2.0,,,,,,,,,,,,,100p,40u
pdio_avt,ij,-0.00012550254779248316,,-7.241954789507883e-05,,normal,,,2.0,,,,,,,,,,,,,100p,40u
pdio_avt,cj,0.18012790260251021,,1.1533531684962897,,normal,,,2.0,,,,,,,,,,,,,100p,40u
pdio_ehvt,ij,-0.0005892117232652783,,-0.0005892117232652783,,normal,,,2.0,,,,,,,,,,,,,100p,40u
pdio_ehvt,cj,1.0116343490304711,,1.0116343490304711,,normal,,,2.0,,,,,,,,,,,,,100p,40u
pdio_hia_mac,ij,-0.0040362162716733345,,-0.0033521459594405114,,normal,1u,5u,,2.0,,,,,,,,,,,4.0,100p,40u
pdio_hia_mac,cj,1.2438904278239455,,1.2438904278239455,,normal,1u,5u,,2.0,,,,,,,,,,,4.0,100p,40u
pdio_hvt,ij,-0.0005743367189904587,,-0.0005892117232652783,,normal,,,2.0,,,,,,,,,,,,,100p,40u
pdio_hvt,cj,0.23924968366334945,,1.0116343490304711,,normal,,,2.0,,,,,,,,,,,,,100p,40u
pdio_ll,ij,-0.0005743367189904587,,-0.0005892117232652783,,normal,,,2.0,,,,,,,,,,,,,100p,40u
pdio_ll,cj,0.23924968366334945,,1.0116343490304711,,normal,,,2.0,,,,,,,,,,,,,100p,40u
pdio_lvt,ij,-0.0005892117232652783,,-0.0005892117232652783,,normal,,,2.0,,,,,,,,,,,,,100p,40u
pdio_lvt,cj,1.0116343490304711,,1.0116343490304711,,normal,,,2.0,,,,,,,,,,,,,100p,40u
pdio_uhvt,ij,-0.0005892117232652783,,-0.0005892117232652783,,normal,,,2.0,,,,,,,,,,,,,100p,40u
pdio_uhvt,cj,1.0116343490304711,,1.0116343490304711,,normal,,,2.0,,,,,,,,,,,,,100p,40u
pdio_ulvt,ij,-0.0005892117232652783,,-0.0005892117232652783,,normal,,,2.0,,,,,,,,,,,,,100p,40u
pdio_ulvt,cj,1.0116343490304711,,1.0116343490304711,,normal,,,2.0,,,,,,,,,,,,,100p,40u
pnp1d6_mis,vbe,-0.638922,,-0.638922,,normal,,,,2.0,,,,,,,,,,,,,
pnp1d6_mis,beta,1.16038,,1.16038,,normal,,,,2.0,,,,,,,,,,,,,
pnp2_mis,vbe,-0.637536,,-0.637536,,normal,,,,2.0,,,,,,,,,,,,,
pnp2_mis,beta,0.964922,,0.964922,,normal,,,,2.0,,,,,,,,,,,,,
pnp5_mis,vbe,-0.634943,,-0.634943,,normal,,,,2.0,,,,,,,,,,,,,
pnp5_mis,beta,0.643652,,0.643652,,normal,,,,2.0,,,,,,,,,,,,,
pnp10_mis,vbe,-0.634268,,-0.634268,,normal,,,,2.0,,,,,,,,,,,,,
pnp10_mis,beta,0.559725,,0.559725,,normal,,,,2.0,,,,,,,,,,,,,
npn1d6_mis,vbe,0.628861,,0.628861,,normal,,,,2.0,,,,,,,,,,,,,
npn1d6_mis,beta,3.09727,,3.09727,,normal,,,,2.0,,,,,,,,,,,,,
npn2_mis,vbe,0.631059,,0.631059,,normal,,,,2.0,,,,,,,,,,,,,
npn2_mis,beta,3.32745,,3.32745,,normal,,,,2.0,,,,,,,,,,,,,
npn5_mis,vbe,0.63802,,0.63802,,normal,,,,2.0,,,,,,,,,,,,,
npn5_mis,beta,3.9542,,3.9542,,normal,,,,2.0,,,,,,,,,,,,,
npn10_mis,vbe,0.64008,,0.64008,,normal,,,,2.0,,,,,,,,,,,,,
npn10_mis,beta,4.23887,,4.23887,,normal,,,,2.0,,,,,,,,,,,,,
